[2022-03-22 11:22:02 PM-train.py-INFO:2022-03-22 23:22:02.329256, Epoch: [001/020], Step: [0001/4779], Loss: 2.4759]
[2022-03-22 11:22:42 PM-train.py-INFO:2022-03-22 23:22:42.792074, Epoch: [001/020], Step: [0101/4779], Loss: 1.7470]
[2022-03-22 11:22:44 PM-train.py-INFO:2022-03-22 23:22:44.792021, Epoch: [001/020], Step: [0106/4779], Loss: 1.7076]
[2022-03-22 11:22:46 PM-train.py-INFO:2022-03-22 23:22:46.809565, Epoch: [001/020], Step: [0111/4779], Loss: 1.7040]
[2022-03-22 11:22:48 PM-train.py-INFO:2022-03-22 23:22:48.879440, Epoch: [001/020], Step: [0116/4779], Loss: 1.7000]
[2022-03-22 11:22:50 PM-train.py-INFO:2022-03-22 23:22:50.889712, Epoch: [001/020], Step: [0121/4779], Loss: 1.6994]
[2022-03-22 11:22:52 PM-train.py-INFO:2022-03-22 23:22:52.988506, Epoch: [001/020], Step: [0126/4779], Loss: 1.6996]
[2022-03-22 11:22:54 PM-train.py-INFO:2022-03-22 23:22:54.989475, Epoch: [001/020], Step: [0131/4779], Loss: 1.6862]
[2022-03-22 11:22:56 PM-train.py-INFO:2022-03-22 23:22:56.994690, Epoch: [001/020], Step: [0136/4779], Loss: 1.6746]
[2022-03-22 11:22:58 PM-train.py-INFO:2022-03-22 23:22:58.993792, Epoch: [001/020], Step: [0141/4779], Loss: 1.6775]
[2022-03-22 11:23:00 PM-train.py-INFO:2022-03-22 23:23:00.994988, Epoch: [001/020], Step: [0146/4779], Loss: 1.6856]
[2022-03-22 11:23:02 PM-train.py-INFO:2022-03-22 23:23:02.991543, Epoch: [001/020], Step: [0151/4779], Loss: 1.6744]
[2022-03-22 11:23:05 PM-train.py-INFO:2022-03-22 23:23:05.000339, Epoch: [001/020], Step: [0156/4779], Loss: 1.6519]
[2022-03-22 11:23:07 PM-train.py-INFO:2022-03-22 23:23:07.084895, Epoch: [001/020], Step: [0161/4779], Loss: 1.6588]
[2022-03-22 11:23:09 PM-train.py-INFO:2022-03-22 23:23:09.101801, Epoch: [001/020], Step: [0166/4779], Loss: 1.6579]
[2022-03-22 11:23:11 PM-train.py-INFO:2022-03-22 23:23:11.190435, Epoch: [001/020], Step: [0171/4779], Loss: 1.6654]
[2022-03-22 11:23:13 PM-train.py-INFO:2022-03-22 23:23:13.189333, Epoch: [001/020], Step: [0176/4779], Loss: 1.6398]
[2022-03-22 11:23:15 PM-train.py-INFO:2022-03-22 23:23:15.281059, Epoch: [001/020], Step: [0181/4779], Loss: 1.6399]
[2022-03-22 11:23:17 PM-train.py-INFO:2022-03-22 23:23:17.292066, Epoch: [001/020], Step: [0186/4779], Loss: 1.6276]
[2022-03-22 11:23:19 PM-train.py-INFO:2022-03-22 23:23:19.294185, Epoch: [001/020], Step: [0191/4779], Loss: 1.6221]
[2022-03-22 11:23:21 PM-train.py-INFO:2022-03-22 23:23:21.301929, Epoch: [001/020], Step: [0196/4779], Loss: 1.6200]
[2022-03-22 11:23:23 PM-train.py-INFO:2022-03-22 23:23:23.380074, Epoch: [001/020], Step: [0201/4779], Loss: 1.6056]
[2022-03-22 11:23:25 PM-train.py-INFO:2022-03-22 23:23:25.390633, Epoch: [001/020], Step: [0206/4779], Loss: 1.6111]
[2022-03-22 11:23:27 PM-train.py-INFO:2022-03-22 23:23:27.389651, Epoch: [001/020], Step: [0211/4779], Loss: 1.6032]
[2022-03-22 11:23:29 PM-train.py-INFO:2022-03-22 23:23:29.392783, Epoch: [001/020], Step: [0216/4779], Loss: 1.6094]
[2022-03-22 11:23:31 PM-train.py-INFO:2022-03-22 23:23:31.389692, Epoch: [001/020], Step: [0221/4779], Loss: 1.6030]
[2022-03-22 11:23:33 PM-train.py-INFO:2022-03-22 23:23:33.503591, Epoch: [001/020], Step: [0226/4779], Loss: 1.5907]
[2022-03-22 11:23:35 PM-train.py-INFO:2022-03-22 23:23:35.491345, Epoch: [001/020], Step: [0231/4779], Loss: 1.5964]
[2022-03-22 11:23:37 PM-train.py-INFO:2022-03-22 23:23:37.589614, Epoch: [001/020], Step: [0236/4779], Loss: 1.5862]
[2022-03-22 11:23:39 PM-train.py-INFO:2022-03-22 23:23:39.596866, Epoch: [001/020], Step: [0241/4779], Loss: 1.5799]
[2022-03-22 11:23:41 PM-train.py-INFO:2022-03-22 23:23:41.594039, Epoch: [001/020], Step: [0246/4779], Loss: 1.5794]
[2022-03-22 11:23:43 PM-train.py-INFO:2022-03-22 23:23:43.589296, Epoch: [001/020], Step: [0251/4779], Loss: 1.5718]
[2022-03-22 11:23:45 PM-train.py-INFO:2022-03-22 23:23:45.601221, Epoch: [001/020], Step: [0256/4779], Loss: 1.5772]
[2022-03-22 11:23:47 PM-train.py-INFO:2022-03-22 23:23:47.695576, Epoch: [001/020], Step: [0261/4779], Loss: 1.5698]
[2022-03-22 11:23:49 PM-train.py-INFO:2022-03-22 23:23:49.802648, Epoch: [001/020], Step: [0266/4779], Loss: 1.5651]
[2022-03-22 11:23:51 PM-train.py-INFO:2022-03-22 23:23:51.796132, Epoch: [001/020], Step: [0271/4779], Loss: 1.5569]
[2022-03-22 11:23:53 PM-train.py-INFO:2022-03-22 23:23:53.789193, Epoch: [001/020], Step: [0276/4779], Loss: 1.5544]
[2022-03-22 11:23:55 PM-train.py-INFO:2022-03-22 23:23:55.788698, Epoch: [001/020], Step: [0281/4779], Loss: 1.5550]
[2022-03-22 11:23:57 PM-train.py-INFO:2022-03-22 23:23:57.796010, Epoch: [001/020], Step: [0286/4779], Loss: 1.5491]
[2022-03-22 11:23:59 PM-train.py-INFO:2022-03-22 23:23:59.794809, Epoch: [001/020], Step: [0291/4779], Loss: 1.5462]
[2022-03-22 11:24:01 PM-train.py-INFO:2022-03-22 23:24:01.797411, Epoch: [001/020], Step: [0296/4779], Loss: 1.5461]
[2022-03-22 11:24:03 PM-train.py-INFO:2022-03-22 23:24:03.791716, Epoch: [001/020], Step: [0301/4779], Loss: 1.5541]
[2022-03-22 11:24:05 PM-train.py-INFO:2022-03-22 23:24:05.792815, Epoch: [001/020], Step: [0306/4779], Loss: 1.5655]
[2022-03-22 11:24:07 PM-train.py-INFO:2022-03-22 23:24:07.794371, Epoch: [001/020], Step: [0311/4779], Loss: 1.5759]
[2022-03-22 11:24:09 PM-train.py-INFO:2022-03-22 23:24:09.793599, Epoch: [001/020], Step: [0316/4779], Loss: 1.5683]
[2022-03-22 11:24:11 PM-train.py-INFO:2022-03-22 23:24:11.792177, Epoch: [001/020], Step: [0321/4779], Loss: 1.5725]
[2022-03-22 11:24:13 PM-train.py-INFO:2022-03-22 23:24:13.787630, Epoch: [001/020], Step: [0326/4779], Loss: 1.5736]
[2022-03-22 11:24:15 PM-train.py-INFO:2022-03-22 23:24:15.794435, Epoch: [001/020], Step: [0331/4779], Loss: 1.5735]
[2022-03-22 11:24:17 PM-train.py-INFO:2022-03-22 23:24:17.885503, Epoch: [001/020], Step: [0336/4779], Loss: 1.5712]
[2022-03-22 11:24:19 PM-train.py-INFO:2022-03-22 23:24:19.887419, Epoch: [001/020], Step: [0341/4779], Loss: 1.5600]
[2022-03-22 11:24:21 PM-train.py-INFO:2022-03-22 23:24:21.992547, Epoch: [001/020], Step: [0346/4779], Loss: 1.5544]
[2022-03-22 11:24:23 PM-train.py-INFO:2022-03-22 23:24:23.989522, Epoch: [001/020], Step: [0351/4779], Loss: 1.5530]
[2022-03-22 11:24:25 PM-train.py-INFO:2022-03-22 23:24:25.994111, Epoch: [001/020], Step: [0356/4779], Loss: 1.5519]
[2022-03-22 11:24:27 PM-train.py-INFO:2022-03-22 23:24:27.990396, Epoch: [001/020], Step: [0361/4779], Loss: 1.5494]
[2022-03-22 11:24:30 PM-train.py-INFO:2022-03-22 23:24:30.001450, Epoch: [001/020], Step: [0366/4779], Loss: 1.5477]
[2022-03-22 11:24:32 PM-train.py-INFO:2022-03-22 23:24:32.090770, Epoch: [001/020], Step: [0371/4779], Loss: 1.5406]
[2022-03-22 11:24:34 PM-train.py-INFO:2022-03-22 23:24:34.090700, Epoch: [001/020], Step: [0376/4779], Loss: 1.5397]
[2022-03-22 11:24:36 PM-train.py-INFO:2022-03-22 23:24:36.093696, Epoch: [001/020], Step: [0381/4779], Loss: 1.5424]
[2022-03-22 11:24:38 PM-train.py-INFO:2022-03-22 23:24:38.092120, Epoch: [001/020], Step: [0386/4779], Loss: 1.5398]
[2022-03-22 11:24:40 PM-train.py-INFO:2022-03-22 23:24:40.091668, Epoch: [001/020], Step: [0391/4779], Loss: 1.5360]
[2022-03-22 11:24:42 PM-train.py-INFO:2022-03-22 23:24:42.191396, Epoch: [001/020], Step: [0396/4779], Loss: 1.5379]
[2022-03-22 11:24:44 PM-train.py-INFO:2022-03-22 23:24:44.180657, Epoch: [001/020], Step: [0401/4779], Loss: 1.5271]
[2022-03-22 11:24:46 PM-train.py-INFO:2022-03-22 23:24:46.181166, Epoch: [001/020], Step: [0406/4779], Loss: 1.5312]
[2022-03-22 11:24:48 PM-train.py-INFO:2022-03-22 23:24:48.191828, Epoch: [001/020], Step: [0411/4779], Loss: 1.5281]
[2022-03-22 11:24:50 PM-train.py-INFO:2022-03-22 23:24:50.290849, Epoch: [001/020], Step: [0416/4779], Loss: 1.5244]
[2022-03-22 11:24:52 PM-train.py-INFO:2022-03-22 23:24:52.282574, Epoch: [001/020], Step: [0421/4779], Loss: 1.5203]
[2022-03-22 11:24:54 PM-train.py-INFO:2022-03-22 23:24:54.292628, Epoch: [001/020], Step: [0426/4779], Loss: 1.5195]
[2022-03-22 11:24:56 PM-train.py-INFO:2022-03-22 23:24:56.287838, Epoch: [001/020], Step: [0431/4779], Loss: 1.5280]
[2022-03-22 11:24:58 PM-train.py-INFO:2022-03-22 23:24:58.290511, Epoch: [001/020], Step: [0436/4779], Loss: 1.5281]
[2022-03-22 11:25:00 PM-train.py-INFO:2022-03-22 23:25:00.297256, Epoch: [001/020], Step: [0441/4779], Loss: 1.5295]
[2022-03-22 11:25:02 PM-train.py-INFO:2022-03-22 23:25:02.403454, Epoch: [001/020], Step: [0446/4779], Loss: 1.5260]
[2022-03-22 11:25:04 PM-train.py-INFO:2022-03-22 23:25:04.392522, Epoch: [001/020], Step: [0451/4779], Loss: 1.5270]
[2022-03-22 11:25:06 PM-train.py-INFO:2022-03-22 23:25:06.386380, Epoch: [001/020], Step: [0456/4779], Loss: 1.5325]
[2022-03-22 11:25:08 PM-train.py-INFO:2022-03-22 23:25:08.393541, Epoch: [001/020], Step: [0461/4779], Loss: 1.5359]
[2022-03-22 11:25:10 PM-train.py-INFO:2022-03-22 23:25:10.389724, Epoch: [001/020], Step: [0466/4779], Loss: 1.5323]
[2022-03-22 11:25:12 PM-train.py-INFO:2022-03-22 23:25:12.387655, Epoch: [001/020], Step: [0471/4779], Loss: 1.5300]
[2022-03-22 11:25:14 PM-train.py-INFO:2022-03-22 23:25:14.492944, Epoch: [001/020], Step: [0476/4779], Loss: 1.5306]
[2022-03-22 11:25:16 PM-train.py-INFO:2022-03-22 23:25:16.496126, Epoch: [001/020], Step: [0481/4779], Loss: 1.5268]
[2022-03-22 11:25:18 PM-train.py-INFO:2022-03-22 23:25:18.495090, Epoch: [001/020], Step: [0486/4779], Loss: 1.5225]
[2022-03-22 11:25:20 PM-train.py-INFO:2022-03-22 23:25:20.696085, Epoch: [001/020], Step: [0491/4779], Loss: 1.5194]
[2022-03-22 11:25:22 PM-train.py-INFO:2022-03-22 23:25:22.693245, Epoch: [001/020], Step: [0496/4779], Loss: 1.5211]
[2022-03-22 11:25:24 PM-train.py-INFO:2022-03-22 23:25:24.689257, Epoch: [001/020], Step: [0501/4779], Loss: 1.5194]
[2022-03-22 11:25:26 PM-train.py-INFO:2022-03-22 23:25:26.689906, Epoch: [001/020], Step: [0506/4779], Loss: 1.5153]
[2022-03-22 11:25:28 PM-train.py-INFO:2022-03-22 23:25:28.776436, Epoch: [001/020], Step: [0511/4779], Loss: 1.5145]
[2022-03-22 11:25:30 PM-train.py-INFO:2022-03-22 23:25:30.795134, Epoch: [001/020], Step: [0516/4779], Loss: 1.5147]
[2022-03-22 11:25:32 PM-train.py-INFO:2022-03-22 23:25:32.794092, Epoch: [001/020], Step: [0521/4779], Loss: 1.5153]
[2022-03-22 11:25:34 PM-train.py-INFO:2022-03-22 23:25:34.794381, Epoch: [001/020], Step: [0526/4779], Loss: 1.5125]
[2022-03-22 11:25:36 PM-train.py-INFO:2022-03-22 23:25:36.989656, Epoch: [001/020], Step: [0531/4779], Loss: 1.5099]
[2022-03-22 11:25:38 PM-train.py-INFO:2022-03-22 23:25:38.990754, Epoch: [001/020], Step: [0536/4779], Loss: 1.5081]
[2022-03-22 11:25:40 PM-train.py-INFO:2022-03-22 23:25:40.999727, Epoch: [001/020], Step: [0541/4779], Loss: 1.5098]
[2022-03-22 11:25:42 PM-train.py-INFO:2022-03-22 23:25:42.993788, Epoch: [001/020], Step: [0546/4779], Loss: 1.5101]
[2022-03-22 11:25:45 PM-train.py-INFO:2022-03-22 23:25:45.003761, Epoch: [001/020], Step: [0551/4779], Loss: 1.5078]
[2022-03-22 11:25:46 PM-train.py-INFO:2022-03-22 23:25:46.994078, Epoch: [001/020], Step: [0556/4779], Loss: 1.5081]
[2022-03-22 11:25:48 PM-train.py-INFO:2022-03-22 23:25:48.993957, Epoch: [001/020], Step: [0561/4779], Loss: 1.5102]
[2022-03-22 11:25:51 PM-train.py-INFO:2022-03-22 23:25:51.092331, Epoch: [001/020], Step: [0566/4779], Loss: 1.5098]
[2022-03-22 11:25:53 PM-train.py-INFO:2022-03-22 23:25:53.090029, Epoch: [001/020], Step: [0571/4779], Loss: 1.5100]
[2022-03-22 11:25:55 PM-train.py-INFO:2022-03-22 23:25:55.183411, Epoch: [001/020], Step: [0576/4779], Loss: 1.5064]
[2022-03-22 11:25:57 PM-train.py-INFO:2022-03-22 23:25:57.195776, Epoch: [001/020], Step: [0581/4779], Loss: 1.5060]
[2022-03-22 11:25:59 PM-train.py-INFO:2022-03-22 23:25:59.190107, Epoch: [001/020], Step: [0586/4779], Loss: 1.5079]
[2022-03-22 11:26:01 PM-train.py-INFO:2022-03-22 23:26:01.190628, Epoch: [001/020], Step: [0591/4779], Loss: 1.5085]
[2022-03-22 11:26:03 PM-train.py-INFO:2022-03-22 23:26:03.204694, Epoch: [001/020], Step: [0596/4779], Loss: 1.5098]
[2022-03-22 11:26:05 PM-train.py-INFO:2022-03-22 23:26:05.180861, Epoch: [001/020], Step: [0601/4779], Loss: 1.5083]
[2022-03-22 11:26:07 PM-train.py-INFO:2022-03-22 23:26:07.192551, Epoch: [001/020], Step: [0606/4779], Loss: 1.5043]
[2022-03-22 11:26:09 PM-train.py-INFO:2022-03-22 23:26:09.238077, Epoch: [001/020], Step: [0611/4779], Loss: 1.5030]
[2022-03-22 11:26:11 PM-train.py-INFO:2022-03-22 23:26:11.387884, Epoch: [001/020], Step: [0616/4779], Loss: 1.5072]
[2022-03-22 11:26:13 PM-train.py-INFO:2022-03-22 23:26:13.394513, Epoch: [001/020], Step: [0621/4779], Loss: 1.5062]
[2022-03-22 11:26:15 PM-train.py-INFO:2022-03-22 23:26:15.394523, Epoch: [001/020], Step: [0626/4779], Loss: 1.5099]
[2022-03-22 11:26:17 PM-train.py-INFO:2022-03-22 23:26:17.389073, Epoch: [001/020], Step: [0631/4779], Loss: 1.5095]
[2022-03-22 11:26:19 PM-train.py-INFO:2022-03-22 23:26:19.396327, Epoch: [001/020], Step: [0636/4779], Loss: 1.5078]
[2022-03-22 11:26:21 PM-train.py-INFO:2022-03-22 23:26:21.383306, Epoch: [001/020], Step: [0641/4779], Loss: 1.5096]
[2022-03-22 11:26:23 PM-train.py-INFO:2022-03-22 23:26:23.382754, Epoch: [001/020], Step: [0646/4779], Loss: 1.5084]
[2022-03-22 11:26:25 PM-train.py-INFO:2022-03-22 23:26:25.390410, Epoch: [001/020], Step: [0651/4779], Loss: 1.5106]
[2022-03-22 11:26:27 PM-train.py-INFO:2022-03-22 23:26:27.391848, Epoch: [001/020], Step: [0656/4779], Loss: 1.5098]
[2022-03-22 11:26:29 PM-train.py-INFO:2022-03-22 23:26:29.391034, Epoch: [001/020], Step: [0661/4779], Loss: 1.5122]
[2022-03-22 11:26:31 PM-train.py-INFO:2022-03-22 23:26:31.393986, Epoch: [001/020], Step: [0666/4779], Loss: 1.5150]
[2022-03-22 11:26:33 PM-train.py-INFO:2022-03-22 23:26:33.403350, Epoch: [001/020], Step: [0671/4779], Loss: 1.5123]
[2022-03-22 11:26:35 PM-train.py-INFO:2022-03-22 23:26:35.499063, Epoch: [001/020], Step: [0676/4779], Loss: 1.5100]
[2022-03-22 11:26:37 PM-train.py-INFO:2022-03-22 23:26:37.490047, Epoch: [001/020], Step: [0681/4779], Loss: 1.5069]
[2022-03-22 11:26:39 PM-train.py-INFO:2022-03-22 23:26:39.491203, Epoch: [001/020], Step: [0686/4779], Loss: 1.5052]
[2022-03-22 11:26:41 PM-train.py-INFO:2022-03-22 23:26:41.494847, Epoch: [001/020], Step: [0691/4779], Loss: 1.5018]
[2022-03-22 11:26:43 PM-train.py-INFO:2022-03-22 23:26:43.493088, Epoch: [001/020], Step: [0696/4779], Loss: 1.5002]
[2022-03-22 11:26:45 PM-train.py-INFO:2022-03-22 23:26:45.487545, Epoch: [001/020], Step: [0701/4779], Loss: 1.4983]
[2022-03-22 11:26:47 PM-train.py-INFO:2022-03-22 23:26:47.489364, Epoch: [001/020], Step: [0706/4779], Loss: 1.5020]
[2022-03-22 11:26:49 PM-train.py-INFO:2022-03-22 23:26:49.489702, Epoch: [001/020], Step: [0711/4779], Loss: 1.5012]
[2022-03-22 11:26:51 PM-train.py-INFO:2022-03-22 23:26:51.480474, Epoch: [001/020], Step: [0716/4779], Loss: 1.5007]
[2022-03-22 11:26:53 PM-train.py-INFO:2022-03-22 23:26:53.489855, Epoch: [001/020], Step: [0721/4779], Loss: 1.5015]
[2022-03-22 11:26:55 PM-train.py-INFO:2022-03-22 23:26:55.593500, Epoch: [001/020], Step: [0726/4779], Loss: 1.5023]
[2022-03-22 11:26:57 PM-train.py-INFO:2022-03-22 23:26:57.589680, Epoch: [001/020], Step: [0731/4779], Loss: 1.5033]
[2022-03-22 11:26:59 PM-train.py-INFO:2022-03-22 23:26:59.585597, Epoch: [001/020], Step: [0736/4779], Loss: 1.5067]
[2022-03-22 11:27:01 PM-train.py-INFO:2022-03-22 23:27:01.593839, Epoch: [001/020], Step: [0741/4779], Loss: 1.5080]
[2022-03-22 11:27:03 PM-train.py-INFO:2022-03-22 23:27:03.599449, Epoch: [001/020], Step: [0746/4779], Loss: 1.5100]
[2022-03-22 11:27:05 PM-train.py-INFO:2022-03-22 23:27:05.601396, Epoch: [001/020], Step: [0751/4779], Loss: 1.5112]
[2022-03-22 11:27:07 PM-train.py-INFO:2022-03-22 23:27:07.598372, Epoch: [001/020], Step: [0756/4779], Loss: 1.5080]
[2022-03-22 11:27:09 PM-train.py-INFO:2022-03-22 23:27:09.597718, Epoch: [001/020], Step: [0761/4779], Loss: 1.5067]
[2022-03-22 11:27:11 PM-train.py-INFO:2022-03-22 23:27:11.587557, Epoch: [001/020], Step: [0766/4779], Loss: 1.5065]
[2022-03-22 11:27:13 PM-train.py-INFO:2022-03-22 23:27:13.695896, Epoch: [001/020], Step: [0771/4779], Loss: 1.5041]
[2022-03-22 11:27:15 PM-train.py-INFO:2022-03-22 23:27:15.694782, Epoch: [001/020], Step: [0776/4779], Loss: 1.5039]
[2022-03-22 11:27:17 PM-train.py-INFO:2022-03-22 23:27:17.899218, Epoch: [001/020], Step: [0781/4779], Loss: 1.5018]
[2022-03-22 11:27:19 PM-train.py-INFO:2022-03-22 23:27:19.893268, Epoch: [001/020], Step: [0786/4779], Loss: 1.5023]
[2022-03-22 11:27:21 PM-train.py-INFO:2022-03-22 23:27:21.994272, Epoch: [001/020], Step: [0791/4779], Loss: 1.5016]
[2022-03-22 11:27:23 PM-train.py-INFO:2022-03-22 23:27:23.998300, Epoch: [001/020], Step: [0796/4779], Loss: 1.4994]
[2022-03-22 11:27:25 PM-train.py-INFO:2022-03-22 23:27:25.993750, Epoch: [001/020], Step: [0801/4779], Loss: 1.4968]
[2022-03-22 11:27:27 PM-train.py-INFO:2022-03-22 23:27:27.989860, Epoch: [001/020], Step: [0806/4779], Loss: 1.4951]
[2022-03-22 11:27:30 PM-train.py-INFO:2022-03-22 23:27:30.091436, Epoch: [001/020], Step: [0811/4779], Loss: 1.4932]
[2022-03-22 11:27:32 PM-train.py-INFO:2022-03-22 23:27:32.098683, Epoch: [001/020], Step: [0816/4779], Loss: 1.4909]
[2022-03-22 11:27:34 PM-train.py-INFO:2022-03-22 23:27:34.090736, Epoch: [001/020], Step: [0821/4779], Loss: 1.4927]
[2022-03-22 11:27:36 PM-train.py-INFO:2022-03-22 23:27:36.202689, Epoch: [001/020], Step: [0826/4779], Loss: 1.4937]
[2022-03-22 11:27:38 PM-train.py-INFO:2022-03-22 23:27:38.196288, Epoch: [001/020], Step: [0831/4779], Loss: 1.4917]
[2022-03-22 11:27:40 PM-train.py-INFO:2022-03-22 23:27:40.299123, Epoch: [001/020], Step: [0836/4779], Loss: 1.4908]
[2022-03-22 11:27:42 PM-train.py-INFO:2022-03-22 23:27:42.298998, Epoch: [001/020], Step: [0841/4779], Loss: 1.4922]
[2022-03-22 11:27:44 PM-train.py-INFO:2022-03-22 23:27:44.493277, Epoch: [001/020], Step: [0846/4779], Loss: 1.4913]
[2022-03-22 11:27:46 PM-train.py-INFO:2022-03-22 23:27:46.493405, Epoch: [001/020], Step: [0851/4779], Loss: 1.4893]
[2022-03-22 11:27:48 PM-train.py-INFO:2022-03-22 23:27:48.695220, Epoch: [001/020], Step: [0856/4779], Loss: 1.4899]
[2022-03-22 11:27:50 PM-train.py-INFO:2022-03-22 23:27:50.693729, Epoch: [001/020], Step: [0861/4779], Loss: 1.4879]
[2022-03-22 11:27:52 PM-train.py-INFO:2022-03-22 23:27:52.687906, Epoch: [001/020], Step: [0866/4779], Loss: 1.4868]
[2022-03-22 11:27:54 PM-train.py-INFO:2022-03-22 23:27:54.691507, Epoch: [001/020], Step: [0871/4779], Loss: 1.4851]
[2022-03-22 11:27:56 PM-train.py-INFO:2022-03-22 23:27:56.689745, Epoch: [001/020], Step: [0876/4779], Loss: 1.4819]
[2022-03-22 11:27:58 PM-train.py-INFO:2022-03-22 23:27:58.693441, Epoch: [001/020], Step: [0881/4779], Loss: 1.4795]
[2022-03-22 11:28:00 PM-train.py-INFO:2022-03-22 23:28:00.799550, Epoch: [001/020], Step: [0886/4779], Loss: 1.4783]
[2022-03-22 11:28:03 PM-train.py-INFO:2022-03-22 23:28:03.004976, Epoch: [001/020], Step: [0891/4779], Loss: 1.4790]
[2022-03-22 11:28:05 PM-train.py-INFO:2022-03-22 23:28:05.185656, Epoch: [001/020], Step: [0896/4779], Loss: 1.4792]
[2022-03-22 11:28:07 PM-train.py-INFO:2022-03-22 23:28:07.487256, Epoch: [001/020], Step: [0901/4779], Loss: 1.4783]
[2022-03-22 11:28:09 PM-train.py-INFO:2022-03-22 23:28:09.625089, Epoch: [001/020], Step: [0906/4779], Loss: 1.4761]
[2022-03-22 11:28:11 PM-train.py-INFO:2022-03-22 23:28:11.690540, Epoch: [001/020], Step: [0911/4779], Loss: 1.4752]
[2022-03-22 11:28:13 PM-train.py-INFO:2022-03-22 23:28:13.802440, Epoch: [001/020], Step: [0916/4779], Loss: 1.4767]
[2022-03-22 11:28:16 PM-train.py-INFO:2022-03-22 23:28:16.181512, Epoch: [001/020], Step: [0921/4779], Loss: 1.4776]
[2022-03-22 11:28:18 PM-train.py-INFO:2022-03-22 23:28:18.395902, Epoch: [001/020], Step: [0926/4779], Loss: 1.4784]
[2022-03-22 11:28:20 PM-train.py-INFO:2022-03-22 23:28:20.481600, Epoch: [001/020], Step: [0931/4779], Loss: 1.4770]
[2022-03-22 11:28:22 PM-train.py-INFO:2022-03-22 23:28:22.582428, Epoch: [001/020], Step: [0936/4779], Loss: 1.4788]
[2022-03-22 11:28:24 PM-train.py-INFO:2022-03-22 23:28:24.602314, Epoch: [001/020], Step: [0941/4779], Loss: 1.4781]
[2022-03-22 11:28:26 PM-train.py-INFO:2022-03-22 23:28:26.788668, Epoch: [001/020], Step: [0946/4779], Loss: 1.4795]
[2022-03-22 11:28:28 PM-train.py-INFO:2022-03-22 23:28:28.781568, Epoch: [001/020], Step: [0951/4779], Loss: 1.4803]
[2022-03-22 11:28:30 PM-train.py-INFO:2022-03-22 23:28:30.801601, Epoch: [001/020], Step: [0956/4779], Loss: 1.4795]
[2022-03-22 11:28:32 PM-train.py-INFO:2022-03-22 23:28:32.792377, Epoch: [001/020], Step: [0961/4779], Loss: 1.4812]
